Site ID,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Old site ID (legacy),Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
ML1974,Lynton Crescent jw Perth Road,Redbridge,03 Outer,0,1974,Q02_aut17,543675,188105,51.573511,0.071848625
ML1975,Surrey Canal Road jw Folkestone Gardens,Lewisham,02 Inner,0,1975,Q02_spr17,536039,177990,51.484509,-0.042171671
ML1976,Middleton Road jw Queensbridge Road,Hackney,02 Inner,0,1976,Q30_aut21,533935,184155,51.540411,-0.070114642
ML1977,Black Path jw Argall Avenue,Waltham Forest,03 Outer,0,1977,Q31_aut21,535931,187472,51.569741,-0.040070318
ML1978,Lancaster Place jw Strand (A road),Westminster,01 Central,0,1978,G01,530626,180835,51.51135,-0.11903078
ML1979,Old Street (A road),Islington,01 Central,0,1979,G02,532549,182436,51.52529,-0.090734574
ML1980,Sussex Gardens / Old Marylebone Road jw Edgware Road (A road),Westminster,02 Inner,0,1980,G03,527237,181493,51.518036,-0.16760283
ML1981,Shoreditch High Street (A road),Hackney,02 Inner,0,1981,G04,533419,182673,51.527215,-0.078111639
ML1982,Marsham Street jw Great Peter Street (B road),Westminster,01 Central,0,1982,G05,529949,179215,51.496948,-0.12937725
ML1983,Baylis Road jw Waterloo Road / Westminster Bridge Road (B road),Lambeth,01 Central,0,1983,G06,531281,179828,51.502149,-0.10997205
ML1984,Craven Road jw Gloucester Terrace (B road),Westminster,02 Inner,0,1984,G07,526481,181015,51.51391,-0.17866403
ML1985,Cornwall Road jw Stamford Street (local street),Lambeth,01 Central,0,1985,G08,531174,180224,51.505733,-0.11136561
ML1986,Chadwell Street (modal filter at jw Arlington Way),Islington,01 Central,0,1986,G09,531450,182984,51.530473,-0.106363
ML1987,Chadwell Street jw St John Street (contra-flow cycle lane),Islington,01 Central,0,1987,G09_X,531479,183001,51.530616,-0.1059325
ML1988,Wellington Street jw Strand (local street),Westminster,01 Central,0,1988,G10,530609,180836,51.511363,-0.11927524
ML1989,Goldsmith's Row (minor road),Tower Hamlets,02 Inner,0,1989,G11,534229,183147,51.531283,-0.066261855
ML1990,New Cavendish Street jw Harley Street (minor road),Westminster,01 Central,0,1990,G13,528652,181677,51.51937,-0.14715359
ML1991,Regent's Canal path (motor vehicle-free road),Westminster,02 Inner,0,1991,G14,526944,182397,51.526226,-0.17149796
ML1992,Kensington Gardens (motor vehicle-free road),Kensington & Chelsea,02 Inner,0,1992,G15,526135,179658,51.501792,-0.18413249
ML1993,Tavistock Place jw Judd Street (minor road) ,Camden,01 Central,0,1993,G16,530258,182469,51.526119,-0.12372732
ML1994,Vauxhall Street jw Kennington Lane (local street),Lambeth,02 Inner,0,1994,G17,530869,178118,51.486878,-0.11653798
ML1995,Tanner Street jw Tower Bridge Road (local street),Southwark,01 Central,0,1995,G18,533461,179664,51.500165,-0.078644703
ML1996,Falkirk Street / Cremer Street jw Kingsland Road,Hackney,02 Inner,0,1996,G19,533473,183062,51.530698,-0.077186401
ML1997,Tavistock Crescent bridge access (leading to Acklam Road),Kensington & Chelsea,02 Inner,0,1997,G20,524742,181684,51.520309,-0.20347501
ML1998,Colville Gardens (at north end of road),Kensington & Chelsea,02 Inner,0,1998,G21,524806,181231,51.516224,-0.20271333
ML1999,Village Road / Ridge Avenue jw Church Street / Bush Hill Road,Enfield,03 Outer,0,1999,E12,532856,194847,51.636747,-0.081620593
ML2000,Green Lanes jw Station Road / Ford's Grove,Enfield,03 Outer,0,2000,E14,531930,194278,51.631852,-0.095207591
ML2001,Green Lanes jw Hedge Lane / Bourne Hill,Enfield,03 Outer,0,2001,E15,531365,193346,51.623609,-0.10371544
ML2002,Hertford Road jw Nightingale Road / Galliard Road,Enfield,03 Outer,0,2002,E16,535168,195190,51.639279,-0.048100417
ML2003,Hertford Road jw Ordnance Road,Enfield,03 Outer,0,2003,E20,535629,198829,51.671868,-0.040032432
ML2004,Hertford Road jw Green Street / Brick Lane,Enfield,03 Outer,0,2004,E28,535168,197230,51.657611,-0.047312816
ML2005,Salmon's Brook / Great Cambridge Road crossing,Enfield,03 Outer,0,2005,E29,533410,194322,51.631899,-0.073820014
ML2006,Edmonton Green shopping centre,Enfield,03 Outer,0,2006,E30,534483,193334,51.622765,-0.058705347
ML2007,Hertford Road / The Green jw Balham Road,Enfield,03 Outer,0,2007,E33,534425,193639,51.62552,-0.059425734
ML2008,Kingston Hill jw Queen's Road,Kingston upon Thames,03 Outer,0,2008,K03,519417,169950,51.416,-0.28414745
ML2009,Portsmouth Road (opposite Surbiton Road) ,Kingston upon Thames,03 Outer,0,2009,K10_spr17,517798,168511,51.403405,-0.30789553
ML2010,Portsmouth Road jw Brighton Road,Kingston upon Thames,03 Outer,0,2010,K11,517380,167472,51.394153,-0.31424534
ML2011,Claremont Road jw Maple Road,Kingston upon Thames,03 Outer,0,2011,K17,518079,167945,51.398259,-0.30404587
ML2012,The Cut jw Elm Road,Kingston upon Thames,03 Outer,0,2012,K37,520759,168470,51.402414,-0.26536211
ML2013,New Malden,Kingston upon Thames,03 Outer,0,2013,K38,521336,168655,51.403954,-0.25700808
ML2014,Wheatfield Way jw Orchard Road,Kingston upon Thames,03 Outer,0,2014,K39,518197,169033,51.408013,-0.30198835
ML2015,Forest Road jw Wood Street / Fulbourne Road,Waltham Forest,03 Outer,0,2015,W12,538300,189975,51.591657,-0.004925643
ML2016,Forest Road jw Highham Hill Road / Palmerston Road,Waltham Forest,03 Outer,0,2016,W14,536540,189633,51.589013,-0.030449305
ML2017,Lea Bridge Road jw Orient Way / Argall Way,Waltham Forest,03 Outer,0,2017,W15,536274,187126,51.566549,-0.035258413
ML2018,Lea Bridge Road jw Snaresbrook Road / Forest Rise,Waltham Forest,03 Outer,0,2018,W16,539064,189123,51.583814,0.005758806
ML2019,Lea Bridge Road jw Church Road / Markhouse Road,Waltham Forest,03 Outer,0,2019,W18_y,536964,187575,51.570417,-0.025134723
ML2020,Blackhorse Road jw Glenthorne Road,Waltham Forest,03 Outer,0,2020,W20,536237,188912,51.582607,-0.035099871
ML2021,East Avenue cut through ,Waltham Forest,03 Outer,0,2021,W21_spr17,537655,189048,51.583485,-0.0145939
ML2022,Selborne Road / Cranbrook Mews jw Willow Walk,Waltham Forest,03 Outer,0,2022,W24,536718,188875,51.582159,-0.028176456
ML2023,Grange Park Road / Manor Road jw Park Road ,Waltham Forest,03 Outer,0,2023,W30_spr17,537562,187256,51.567405,-0.016636472
ML2024,Lea Bridge Road jw Chatsworth Road,Hackney,02 Inner,0,2024,F01,535342,186456,51.560753,-0.048954459
ML2025,Downs Park Road jw Amhurst Road,Hackney,02 Inner,0,2025,F02,534204,185415,51.55167,-0.065758025
ML2026,Grove Road / Burdett Road jw Mile End Road,Tower Hamlets,02 Inner,0,2026,F03,536424,182507,51.525006,-0.034884848
ML2027,Skipworth Road filter onto Ainsworth Road,Hackney,02 Inner,0,2027,F04,535319,184004,51.538724,-0.050228386
ML2028,Riverdale Road cut-through to Lowbrook Road,Redbridge,03 Outer,0,2028,F05,543621,185886,51.553586,0.070164087
ML2029,Alfred's Gardens tunnel entrance,Barking & Dagenham,03 Outer,0,2029,F06,545669,183479,51.531433,0.098687403
ML2030,Redriff Road jw Deal Porters Way / Worgan Street,Southwark,02 Inner,0,2030,F07,535784,179021,51.493835,-0.045445653
ML2031,Hungerford Road / Cliff Road jw York Way,Camden,02 Inner,0,2031,F08,529916,184912,51.548152,-0.1277537
ML2032,Battersea Park Road jw Queenstown Road,Wandsworth,02 Inner,0,2032,F09,528696,176896,51.476394,-0.14826199
ML2033,Woolwich Road jw Anchor and Hope Lane / Charlton Church Lane,Greenwich,02 Inner,0,2033,F10,541113,178509,51.48793,0.03105998
ML2034,Bush Hill Park entrance on Cross Road,Enfield,03 Outer,0,2034,N01,533599,196189,51.648631,-0.070378809
ML2035,Derby Road jw Ponders End High Street,Enfield,03 Outer,0,2035,N02,535250,195708,51.643914,-0.046716155
ML2036,Woodford New Road jw Snaresbrook Road,Waltham Forest,03 Outer,0,2036,N03,539070,189123,51.583812,0.005845349
ML2037,Liverpool Road jw Bewdley Street / Islington Park Road,Islington,02 Inner,0,2037,N04,531396,184346,51.542724,-0.10663286
ML2038,Highbury Corner (St Paul's Road jw Canonbury Road),Islington,02 Inner,0,2038,N05,531678,184716,51.545983,-0.10243043
ML2039,Evelyn Street jw Oxestalls Road,Lewisham,02 Inner,0,2039,N06,536335,178354,51.487708,-0.037770969
ML2040,Mansell Street jw Prescot Street / Goodman's Yard,Tower Hamlets,02 Inner,0,2040,N07,533826,180913,51.511303,-0.072915906
ML2041,Bishopsgate jw Wormwood Street / Camomile Street,City of London,01 Central,0,2041,SC01,533205,181435,51.516141,-0.081662247
ML2042,Euston Road jw Churchway / Duke's Road,Camden,01 Central,0,2042,SC02,529839,182637,51.527726,-0.12970186
ML2043,Lewisham High Street j/w Whitburn Road / Courthill Road,Lewisham,03 Outer,0,2043,SC03,538128,175066,51.457727,-0.013247292
ML2044,The Cut (Southwark),Southwark,01 Central,0,2044,SC04,531473,179939,51.503102,-0.10716611
ML2045,Park Lane (at crossing opposite Upper Brook Street),Westminster,02 Inner,0,2045,SC05,527941,180709,51.510832,-0.15774642
ML2046,Crossing of Park Lane opposite Upper Brook Street,Westminster,02 Inner,0,2046,SC05_X,527941,180709,51.510832,-0.15774642
ML2047,Angerstein roundabout,Greenwich,03 Outer,0,2047,SC06,540172,178325,51.486511,0.017445163
ML2048,Grosvenor Road jw Aylesford Road,Westminster,02 Inner,0,2048,SC07,529740,177996,51.486041,-0.13283398
ML2049,Chiswick High Road jw Chiswick Lane / Upham Park Road,Hounslow,02 Inner,0,2049,SC08,521485,178547,51.492825,-0.25147419
ML2050,Kew Bridge Road (between Wellesley Road and junction to bridge),Hounslow,03 Outer,0,2050,SC09,519146,178185,51.490069,-0.28527176
ML2051,Tooting High Street / Colliers Wood High Street jw Blackshaw Road / Longley Road,Wandsworth,02 Inner,0,2051,SC10,527151,170977,51.423549,-0.17262173
ML2052,Balham High Road jw Ritherdon Road,Wandsworth,02 Inner,0,2052,SC11,528224,172637,51.438226,-0.15659733
ML2053,Hampstead Road jw Drummond Street,Camden,02 Inner,0,2053,SC12,529222,182486,51.52651,-0.1386465
ML2054,Tooley Street jw Bermondsey Street,Southwark,01 Central,0,2054,SC13,533131,180153,51.504638,-0.083211702
ML2055,London Bridge jw Cannon Street / Tooley Street,City of London,01 Central,0,2055,SC14,532837,180669,51.509344,-0.08725099
ML2056,Clapham Road / Clapham High Street jw Bedford Road,Lambeth,02 Inner,0,2056,SC15,530022,175705,51.465388,-0.12961722
ML2057,Brixton Hill jw Trent Road / Brixton Water Lane,Lambeth,02 Inner,0,2057,SC16,530782,174640,51.455642,-0.11907625
ML2058,Brixton Road jw Caldwell Street / Vassall Road,Lambeth,02 Inner,0,2058,SC17,531186,177001,51.476766,-0.11238955
ML2059,Kennington Park Road (between Kennington Road and Kennington Park Place),Lambeth,02 Inner,0,2059,SC18,531389,177948,51.48523,-0.10911621
ML2060,Battersea Park Road jw Albert Bridge Road,Wandsworth,02 Inner,0,2060,SC19,527713,176472,51.472806,-0.16256174
ML2061,Swandown Way / York Road jw Trinity Road,Wandsworth,02 Inner,0,2061,SC20,526192,175213,51.461833,-0.18489848
ML2062,Apsley Gate,Westminster,02 Inner,0,2062,RP01,528310,179885,51.503347,-0.15273035
ML2063,Mount Gate,Westminster,02 Inner,0,2063,RP02,526807,179885,51.503682,-0.17437456
ML2064,Constitution Hill,Westminster,01 Central,0,2064,RP03,529040,179781,51.502243,-0.14225784
ML2065,Birdcage Walk / St James's Park (Storey's Gate),Westminster,01 Central,0,2065,RP04,529850,179705,51.501374,-0.13062243
ML2066,Bramley Road jw Chase Road,Enfield,03 Outer,0,2066,E01,529256,195961,51.647596,-0.13319953
ML2067,Cecil Road jw London Road,Enfield,03 Outer,0,2067,E10,532906,196406,51.650745,-0.080306868
ML2068,Park Avenue jw Village Road,Enfield,03 Outer,0,2068,E11_?,533030,195351,51.641235,-0.078916404
ML2069,The Broadway jw Smythe Close,Enfield,03 Outer,0,2069,E17,534323,193440,51.623756,-0.060974612
ML2070,Fore Street jw Sterling Way,Enfield,03 Outer,0,2070,E18,534109,192440,51.614821,-0.06444655
ML2071,Herford Road jw Mollison Avenue / Bullsmoor Lane,Enfield,03 Outer,0,2071,E19,536018,199733,51.679898,-0.034058796
ML2072,Windmill Hill jw Chase Side,Enfield,03 Outer,0,2072,E02,532317,196712,51.653634,-0.088699788
ML2073,Church Street jw Great Cambridge Road,Enfield,03 Outer,0,2073,E23,533108,194090,51.629885,-0.078268936
ML2074,Edmonton Green through pass,Enfield,03 Outer,0,2074,E24 ,534306,193373,51.623158,-0.061245707
ML2075,Hertford Road / The Green jw Balham Road / Bounces Road,Enfield,03 Outer,0,2075,E27,534634,194018,51.628875,-0.056262718
ML2076,River entrance,Enfield,03 Outer,0,2076,E03_?,532416,196594,51.65255,-0.087314201
ML2077,Cecil Road jw Church Street,Enfield,03 Outer,0,2077,E04_?,532449,196586,51.65247,-0.086840497
ML2078,The Town / Southbury Road jw Silver Street / London Road,Enfield,03 Outer,0,2078,E05,532876,196575,51.652271,-0.08067609
ML2079,Southbury Road jw Great Cambridge Road,Enfield,03 Outer,0,2079,E06,534265,196321,51.649659,-0.060707851
ML2080,Southbury Road / Nags Head Road jw Hertford Road / High Street,Enfield,03 Outer,0,2080,E07_x,535259,196214,51.648459,-0.046390703
ML2081,Southbury Road / Nags Head Road jw Hertford Road / High Street,Enfield,03 Outer,0,2081,E07_y,535259,196214,51.648459,-0.046390703
ML2082,Southbury Road / Nags Head Road jw Hertford Road / High Street,Enfield,03 Outer,0,2082,E07_z ,535259,196214,51.648459,-0.046390703
ML2083,Southbury Road jw Willow Road,Enfield,03 Outer,0,2083,E08,533163,196601,51.652437,-0.076520131
ML2084,Portsmouth Road jw High Street ,Kingston upon Thames,03 Outer,0,2084,K10_14 ,517782,168878,51.406707,-0.30800371
ML2085,Vicarage Road jw A308,Kingston upon Thames,03 Outer,0,2085,K14,517920,169479,51.41208,-0.30582094
ML2086,Kingston Bridge underpass,Kingston upon Thames,03 Outer,0,2086,K15,517765,169372,51.41115,-0.30808414
ML2087,Thames Street jw Bishop's Hall ,Kingston upon Thames,03 Outer,0,2087,K16,517857,169287,51.410367,-0.30679014
ML2088,Penrhyn Road jw Grove Crescent,Kingston upon Thames,03 Outer,0,2088,K18,518058,168749,51.40549,-0.30408034
ML2089,High Street jw Kingston Hall Road,Kingston upon Thames,03 Outer,0,2089,K19,517807,168993,51.407735,-0.30760629
ML2090,Kingston University,Kingston upon Thames,03 Outer,0,2090,K02,520504,171496,51.429665,-0.26799859
ML2091,Ewell Road jw Princes Avenue,Kingston upon Thames,03 Outer,0,2091,K29,519387,166226,51.382536,-0.28583032
ML2092,Ewell Road jw Ditton Road,Kingston upon Thames,03 Outer,0,2092,K30,518738,166497,51.385108,-0.29506131
ML2093,Ewell Road jw St Mark's Hill,Kingston upon Thames,03 Outer,0,2093,K31_x,518434,167617,51.395238,-0.29905464
ML2094,Ewell Road jw St Mark's Hill,Kingston upon Thames,03 Outer,0,2094,K31_y,518434,167617,51.395238,-0.29905464
ML2095,Kingston Road jw Balgowan Close,Kingston upon Thames,03 Outer,0,2095,K32_?,521390,168064,51.398631,-0.25643414
ML2096,Cambridge Road jw Hawks Road,Kingston upon Thames,03 Outer,0,2096,K33,519084,169246,51.409742,-0.28916996
ML2097,Elm Road jw Kingston Road,Kingston upon Thames,03 Outer,0,2097,K34_x,520768,168280,51.400705,-0.2652974
ML2098,Elm Road jw Kingston Road,Kingston upon Thames,03 Outer,0,2098,K34_y,520768,168280,51.400705,-0.2652974
ML2099,Kingston Road jw King Henry's Road,Kingston upon Thames,03 Outer,0,2099,K35,519721,168812,51.405708,-0.2801618
ML2100,Raynes Park ,Merton,03 Outer,0,2100,K36,523185,169288,51.409245,-0.23021992
ML2101,London Road jw Birkenhead Avenue,Kingston upon Thames,03 Outer,0,2101,K04,518992,169467,51.411748,-0.29041805
ML2102,Clarence Street jw Wheatfield Way,Kingston upon Thames,03 Outer,0,2102,K05,518271,169347,51.41082,-0.30082029
ML2103,Cambridge Road jw London Road,Kingston upon Thames,03 Outer,0,2103,K09_x,518876,169361,51.41082,-0.2921207
ML2104,Cambridge Road jw London Road,Kingston upon Thames,03 Outer,0,2104,K09_y,518876,169361,51.41082,-0.2921207
ML2105,High Road jw Alexandra Road / Grove Green Road / Ruckholt Road / Warren Road,Waltham Forest,03 Outer,0,2105,W01,538272,186253,51.558219,-0.006793355
ML2106,Chingford Mount Road / Old Church Road jw New Road / Hall Lane,Waltham Forest,03 Outer,0,2106,W10,537350,192770,51.617005,-0.017537051
ML2107,Forest Road jw Woodford New Road,Waltham Forest,03 Outer,0,2107,W11_x,539335,190281,51.594152,0.010126934
ML2108,Forest Road jw Woodford New Road,Waltham Forest,03 Outer,0,2108,W11_y,539335,190281,51.594152,0.010126934
ML2109,Forest Road jw Blackhorse Road / Blackhorse Lane,Waltham Forest,03 Outer,0,2109,W13_x,535844,189415,51.587222,-0.040573972
ML2110,Forest Road jw Blackhorse Road / Blackhorse Lane,Waltham Forest,03 Outer,0,2110,W13_y,535844,189415,51.587222,-0.040573972
ML2111,Lea Bridge Rad jw Leyton Green Road,Waltham Forest,03 Outer,0,2111,W17,538149,188427,51.577784,-0.007712621
ML2113,Blackhorse Road jw High Street,Waltham Forest,03 Outer,0,2112,W19,536339,188796,51.58154,-0.033673648
ML2114,Hainault Road jw Leyton High Road,Waltham Forest,03 Outer,0,2113,W02,538101,187303,51.567696,-0.008846317
ML2115,Church Lane / Vallentin Road jw Shernhall Street,Waltham Forest,03 Outer,0,2114,W21_14_?,538094,189312,51.58575,-0.008158093
ML2116,Vallentin Road jw Wood Street,Waltham Forest,03 Outer,0,2115,W23_?,538459,189411,51.58655,-0.002854142
ML2117,Hainault Road jw Fairlop Road,Waltham Forest,03 Outer,0,2116,W25_?,538734,187721,51.571297,0.000445642
ML2118,Fairlop Road jw Grove Green Road,Waltham Forest,03 Outer,0,2117,W26,539192,187383,51.568147,0.006916153
ML2119,Essex Road jw James Lane,Waltham Forest,03 Outer,0,2118,W27_?,538664,187936,51.573246,-0.000478969
ML2120,Church Road jw Oliver Road,Waltham Forest,03 Outer,0,2119,W28,537591,186790,51.563211,-0.016400589
ML2121,High Road jw Leyton Green Road / Capworth Street,Waltham Forest,03 Outer,0,2120,W03,538016,187987,51.573863,-0.009803479
ML2122,Lea Bridge Road jw High Road,Waltham Forest,03 Outer,0,2121,W04_x,537796,188146,51.575346,-0.012913741
ML2123,Lea Bridge Road jw High Road,Waltham Forest,03 Outer,0,2122,W04_y,537796,188146,51.575346,-0.012913741
ML2124,Hoe Street jw Queens Road / Orford Road,Waltham Forest,03 Outer,0,2123,W05,537402,188673,51.580177,-0.018389754
ML2125,Hoe Street jw St Mary Road / Selborne Road,Waltham Forest,03 Outer,0,2124,W06_x,537356,189016,51.583271,-0.018919153
ML2126,Hoe Street jw St Mary Road / Selborne Road,Waltham Forest,03 Outer,0,2125,W06_y,537356,189016,51.583271,-0.018919153
ML2127,Forest Road jw Chingford Road / Hoe Street,Waltham Forest,03 Outer,0,2126,W08_x,537442,189786,51.590169,-0.017377495
ML2128,Forest Road jw Chingford Road / Hoe Street,Waltham Forest,03 Outer,0,2127,W08_y,537442,189786,51.590169,-0.017377495
ML2129,Chingford Road jw Walthamstow Avenue,Waltham Forest,03 Outer,0,2128,W09,537431,191004,51.601116,-0.017059516
ML2130,Bishopsgate (south of Middlesex Road),City of London,01 Central,0,2129,SW01,533331,181651,51.518052,-0.079765813
ML2131,Brixton Road (outside KFC / Barclays),Lambeth,02 Inner,0,2130,SW02,531025,175308,51.461589,-0.11533357
ML2132,Wilton Road jw Victoria Street,Westminster,02 Inner,0,2131,SW04,529006,179138,51.496472,-0.14298231
ML2133,Battersea Park (outside Tops Pizza),Wandsworth,02 Inner,0,2132,SW05,528802,176969,51.477026,-0.14670993
ML2134,Stoke Newington High Street (south of Brooke Road),Hackney,02 Inner,0,2133,SW06,533604,186389,51.560565,-0.074036896
ML2135,Borough High Street (between King's Head Yard and St Thomas Street),Southwark,01 Central,0,2134,SW07,532687,180187,51.505047,-0.089592341
ML2136,"Camden High Street (north of Pratt Street, opposite Delancey Street)",Camden,02 Inner,0,2135,SW08,529003,183677,51.537263,-0.14136572
ML2137,Cliff Road / North Villas jw Camden Park Road,Camden,02 Inner,0,2136,F11,529815,184796,51.547136,-0.12925565
ML2138,Perryn Road,Ealing,02 Inner,0,2137,CNDCY011,520738,180442,51.510015,-0.26157707
ML2139,Rusthall Avenue,Ealing,02 Inner,0,2138,CNDCY012,520769,178887,51.496037,-0.2616629
ML2140,Bull Lane,Enfield,03 Outer,0,2139,CNDCY013,533339,191826,51.609482,-0.075793862
ML2141,Beaufoy Road,Haringey,03 Outer,0,2140,CNDCY014,533495,191054,51.602516,-0.073838532
ML2142,Crisp Road,Hammersmith & Fulham,02 Inner,0,2141,CNDCY015,523186,178109,51.488525,-0.22713482
ML2143,Stevenage Road,Hammersmith & Fulham,02 Inner,0,2142,CNDCY016,523638,176691,51.47568,-0.22112399
ML2144,Castelnau,Richmond upon Thames,02 Inner,0,2143,CNDCY017,522497,177101,51.479609,-0.237405
ML2145,Meadway,Enfield,03 Outer,0,2144,CNDCY018,530120,193777,51.627771,-0.12153357
ML2146,Fox Lane (bridge over railway tracks),Enfield,03 Outer,0,2145,CNDCY019,531078,193085,51.621327,-0.10795891
